projects,Scripts,link,expectedCategory,,
freezer-web-ui,/projects/60_nova/resources.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/resources.sh,Service Operations,,
freezer-web-ui,/projects/60_nova/shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/shutdown.sh,Service Operations,,
freezer-web-ui,/projects/60_nova/upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/60_nova/upgrade.sh,Service Operations,,
freezer-web-ui,/projects/70_cinder/resources.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/resources.sh,Service Operations,,
freezer-web-ui,/projects/70_cinder/shutdown.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/shutdown.sh,Service Operations,,
freezer-web-ui,/projects/70_cinder/upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/70_cinder/upgrade.sh,Service Operations,,
freezer-web-ui,/projects/80_horizon/upgrade.sh,https://github.com/openstack/grenade/blob/master/projects/80_horizon/upgrade.sh,Service Operations,,
freezer-web-ui,/tools/generate-grenade-plugins-list.sh,https://github.com/openstack/grenade/blob/master/tools/generate-grenade-plugins-list.sh,Service Operations,,
heat,/devstack/plugin.sh,https://github.com/openstack/heat/blob/master/devstack/plugin.sh,Service Operations,,
heat,/devstack/upgrade/resources.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/resources.sh,Service Operations,,
heat,/devstack/upgrade/shutdown.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/shutdown.sh,Service Operations,,
heat,/devstack/upgrade/upgrade.sh,https://github.com/openstack/heat/blob/master/devstack/upgrade/upgrade.sh,Service Operations,,
heat,/install.sh,https://github.com/openstack/heat/blob/master/install.sh,Service Operations,,
heat,/uninstall.sh,https://github.com/openstack/heat/blob/master/uninstall.sh,Service Operations,,
heat-templates,/hot/software-config/boot-config/templates/fragments/configure_config_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/configure_config_agent.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/install_config_agent_pip.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_pip.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/install_config_agent_rdo.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_rdo.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/install_config_agent_yum.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_config_agent_yum.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/install_python_build_env_apt.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_python_build_env_apt.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/install_python_build_env_yum.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/install_python_build_env_yum.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/start_config_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/start_config_agent.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/boot-config/templates/fragments/start_container_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/boot-config/templates/fragments/start_container_agent.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/example-templates/config-scripts/example-script.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/config-scripts/example-script.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/example-templates/wordpress/db_install.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/wordpress/db_install.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/example-templates/wordpress/wp_install.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/example-templates/wordpress/wp_install.sh,Infrastructure-Template,,
heat-templates,/hot/software-config/heat-container-agent/scripts/configure_container_agent.sh,https://github.com/openstack/heat-templates/blob/master/hot/software-config/heat-container-agent/scripts/configure_container_agent.sh,Infrastructure-Template,,
heat-templates,/tools/heat-jeos.sh,https://github.com/openstack/heat-templates/blob/master/tools/heat-jeos.sh,Service Operations,,
horizon,/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/openrc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/identity/application_credentials/templates/application_credentials/openrc.sh.template,Infrastructure-Template,,
horizon,/openstack_dashboard/dashboards/project/api_access/templates/api_access/ec2rc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/project/api_access/templates/api_access/ec2rc.sh.template,Infrastructure-Template,,
horizon,/openstack_dashboard/dashboards/project/api_access/templates/api_access/openrc.sh.template,https://github.com/openstack/horizon/blob/master/openstack_dashboard/dashboards/project/api_access/templates/api_access/openrc.sh.template,Infrastructure-Template,,
horizon,/tools/find_executables.sh,https://github.com/openstack/horizon/blob/master/tools/find_executables.sh,Service Operations,,
i18n,/checksite/horizon-reload.sh,https://github.com/openstack/i18n/blob/master/checksite/horizon-reload.sh,Service Operations,,
i18n,/tools/check-po.sh,https://github.com/openstack/i18n/blob/master/tools/check-po.sh,Service Operations,,
i18n,/tools/check-zanata-users-list.sh,https://github.com/openstack/i18n/blob/master/tools/check-zanata-users-list.sh,Service Operations,,
i18n,/tools/doc-pot-filter.sh,https://github.com/openstack/i18n/blob/master/tools/doc-pot-filter.sh,Service Operations,,
i18n,/tools/generatepot.sh,https://github.com/openstack/i18n/blob/master/tools/generatepot.sh,Service Operations,,
ironic,/api-ref/regenerate-samples.sh,https://github.com/openstack/ironic/blob/master/api-ref/regenerate-samples.sh,Service Operations,,
ironic,/devstack/plugin.sh,https://github.com/openstack/ironic/blob/master/devstack/plugin.sh,Service Operations,,
ironic,/devstack/tools/ironic/scripts/cleanup-node.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/cleanup-node.sh,Service Operations,,
ironic,/devstack/tools/ironic/scripts/create-node.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/create-node.sh,Service Operations,,
ironic,/devstack/tools/ironic/scripts/setup-network.sh,https://github.com/openstack/ironic/blob/master/devstack/tools/ironic/scripts/setup-network.sh,Service Operations,,
ironic,/devstack/upgrade/resources.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/resources.sh,Service Operations,,
ironic,/devstack/upgrade/shutdown.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/shutdown.sh,Service Operations,,
ironic,/devstack/upgrade/upgrade.sh,https://github.com/openstack/ironic/blob/master/devstack/upgrade/upgrade.sh,Service Operations,,
ironic,/ironic/drivers/modules/ansible/playbooks/roles/deploy/files/partition_configdrive.sh,https://github.com/openstack/ironic/blob/master/ironic/drivers/modules/ansible/playbooks/roles/deploy/files/partition_configdrive.sh,Conf-Infrastructure-Setup,,
ironic,/tools/flake8wrap.sh,https://github.com/openstack/ironic/blob/master/tools/flake8wrap.sh,Service Operations,,
ironic,/tools/run_bashate.sh,https://github.com/openstack/ironic/blob/master/tools/run_bashate.sh,Service Operations,,
ironic,/tools/with_venv.sh,https://github.com/openstack/ironic/blob/master/tools/with_venv.sh,Service Operations,,
ironic-inspector,/devstack/plugin.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/plugin.sh,Service Operations,,
ironic-inspector,/devstack/upgrade/resources.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/resources.sh,Service Operations,,
ironic-inspector,/devstack/upgrade/shutdown.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/shutdown.sh,Service Operations,,
ironic-inspector,/devstack/upgrade/upgrade.sh,https://github.com/openstack/ironic-inspector/blob/master/devstack/upgrade/upgrade.sh,Service Operations,,
ironic-python-agent,/proxy.sh,https://github.com/openstack/ironic-python-agent/blob/master/proxy.sh,Service Operations,,
ironic-python-agent,/tools/config/check_uptodate.sh,https://github.com/openstack/ironic-python-agent/blob/master/tools/config/check_uptodate.sh,Service Operations,,
ironic-python-agent,/tools/run_bashate.sh,https://github.com/openstack/ironic-python-agent/blob/master/tools/run_bashate.sh,Service Operations,,
ironic-python-agent,/tools/with_venv.sh,https://github.com/openstack/ironic-python-agent/blob/master/tools/with_venv.sh,Service Operations,,
ironic-python-agent-builder,/dib/ironic-python-agent-ramdisk/static/usr/local/bin/ironic-python-agent-create-rescue-user.sh,https://github.com/openstack/ironic-python-agent-builder/blob/master/dib/ironic-python-agent-ramdisk/static/usr/local/bin/ironic-python-agent-create-rescue-user.sh,Conf-Infrastructure-Setup,,
kayobe,/ansible/roles/public-openrc/templates/public-openrc.sh.j2,https://github.com/openstack/kayobe/blob/master/ansible/roles/public-openrc/templates/public-openrc.sh.j2,Infrastructure-Template,,
kayobe,/dev/config.sh,https://github.com/openstack/kayobe/blob/master/dev/config.sh,Service Operations,,
kayobe,/dev/configure-firewall.sh,https://github.com/openstack/kayobe/blob/master/dev/configure-firewall.sh,Service Operations,,
kayobe,/dev/environment-setup.sh,https://github.com/openstack/kayobe/blob/master/dev/environment-setup.sh,Service Operations,,
kayobe,/dev/install-dev.sh,https://github.com/openstack/kayobe/blob/master/dev/install-dev.sh,Service Operations,,
kayobe,/dev/install.sh,https://github.com/openstack/kayobe/blob/master/dev/install.sh,Service Operations,,
kayobe,/dev/overcloud-deploy.sh,https://github.com/openstack/kayobe/blob/master/dev/overcloud-deploy.sh,Service Operations,,
kayobe,/dev/overcloud-upgrade.sh,https://github.com/openstack/kayobe/blob/master/dev/overcloud-upgrade.sh,Service Operations,,
kayobe,/dev/seed-deploy.sh,https://github.com/openstack/kayobe/blob/master/dev/seed-deploy.sh,Service Operations,,
kayobe,/dev/seed-hypervisor-deploy.sh,https://github.com/openstack/kayobe/blob/master/dev/seed-hypervisor-deploy.sh,Service Operations,,
kayobe,/dev/seed-upgrade.sh,https://github.com/openstack/kayobe/blob/master/dev/seed-upgrade.sh,Service Operations,,
kayobe,/dev/tenks-deploy-compute.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-deploy-compute.sh,Service Operations,,
kayobe,/dev/tenks-deploy-overcloud.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-deploy-overcloud.sh,Service Operations,,
kayobe,/dev/tenks-deploy.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-deploy.sh,Service Operations,,
kayobe,/dev/tenks-teardown-compute.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-teardown-compute.sh,Service Operations,,
kayobe,/dev/tenks-teardown-overcloud.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-teardown-overcloud.sh,Service Operations,,
kayobe,/dev/tenks-teardown.sh,https://github.com/openstack/kayobe/blob/master/dev/tenks-teardown.sh,Service Operations,,
kayobe,/roles/kayobe-diagnostics/files/get_logs.sh,https://github.com/openstack/kayobe/blob/master/roles/kayobe-diagnostics/files/get_logs.sh,Conf-Infrastructure-Setup,,
kayobe,/tools/ansible-galaxy-retried.sh,https://github.com/openstack/kayobe/blob/master/tools/ansible-galaxy-retried.sh,Service Operations,,
kayobe,/tools/kolla-feature-flags.sh,https://github.com/openstack/kayobe/blob/master/tools/kolla-feature-flags.sh,Service Operations,,
kayobe,/tools/release.sh,https://github.com/openstack/kayobe/blob/master/tools/release.sh,Service Operations,,
kayobe,/tools/run-bashate.sh,https://github.com/openstack/kayobe/blob/master/tools/run-bashate.sh,Service Operations,,
keystone,/devstack/plugin.sh,https://github.com/openstack/keystone/blob/master/devstack/plugin.sh,Service Operations,,
keystone,/tools/cover.sh,https://github.com/openstack/keystone/blob/master/tools/cover.sh,Service Operations,,
keystone,/tools/fast8.sh,https://github.com/openstack/keystone/blob/master/tools/fast8.sh,Service Operations,,
keystone,/tools/sample_data.sh,https://github.com/openstack/keystone/blob/master/tools/sample_data.sh,Service Operations,,
kolla,/docker/aodh/aodh-api/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/aodh/aodh-api/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/aodh/aodh-base/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/aodh/aodh-base/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/barbican/barbican-api/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/barbican/barbican-api/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/barbican/barbican-base/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/barbican/barbican-base/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/base/httpd_setup.sh,https://github.com/openstack/kolla/blob/master/docker/base/httpd_setup.sh,Conf-Infrastructure-Setup,,
kolla,/docker/base/start.sh,https://github.com/openstack/kolla/blob/master/docker/base/start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/blazar/blazar-api/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/blazar/blazar-api/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/blazar/blazar-base/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/blazar/blazar-base/extend_start.sh,Conf-Infrastructure-Setup,,
kolla,/docker/ceilometer/ceilometer-base/extend_start.sh,https://github.com/openstack/kolla/blob/master/docker/ceilometer/ceilometer-base/extend_start.sh,Infrastructure-Template,,
kolla-ansible,/ansible/roles/common/templates/admin-openrc.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/common/templates/admin-openrc.sh.j2,Infrastructure-Template,,
kolla-ansible,/ansible/roles/haproxy/templates/haproxy_run.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/haproxy/templates/haproxy_run.sh.j2,Infrastructure-Template,,
kolla-ansible,/ansible/roles/keystone/templates/fernet-node-sync.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/fernet-node-sync.sh.j2,Infrastructure-Template,,
kolla-ansible,/ansible/roles/keystone/templates/fernet-push.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/fernet-push.sh.j2,Infrastructure-Template,,
kolla-ansible,/ansible/roles/keystone/templates/fernet-rotate.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/fernet-rotate.sh.j2,Infrastructure-Template,,
kolla-ansible,/ansible/roles/keystone/templates/keystone-startup.sh.j2,https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/keystone/templates/keystone-startup.sh.j2,Infrastructure-Template,,
kolla-ansible,/tools/ovs-dpdkctl.sh,https://github.com/openstack/kolla-ansible/blob/master/tools/ovs-dpdkctl.sh,Service Operations,,
kolla-ansible,/tools/run-bashate.sh,https://github.com/openstack/kolla-ansible/blob/master/tools/run-bashate.sh,Service Operations,,
kolla-ansible,/tools/validate-all-yaml.sh,https://github.com/openstack/kolla-ansible/blob/master/tools/validate-all-yaml.sh,Service Operations,,
kolla-ansible,/tools/validate-docker-execute.sh,https://github.com/openstack/kolla-ansible/blob/master/tools/validate-docker-execute.sh,Service Operations,,
kuryr-kubernetes,/devstack/plugin.sh,https://github.com/openstack/kuryr-kubernetes/blob/master/devstack/plugin.sh,Service Operations,,
kuryr-kubernetes,/tools/generate_config_file_samples.sh,https://github.com/openstack/kuryr-kubernetes/blob/master/tools/generate_config_file_samples.sh,Service Operations,,
